relative_path	size_bytes	SHA256
results/F1_annotation/F1_3_resolution_summary.tsv	144	16EDA2A1522BB1EE1470A0ADFB4254C6A8C14EE53EBDA9E581DAFEE3A8D95F21
results/F1_annotation/F1_all_cells_embedding_review.pdf	379951	AD966422AAB2852A974BE441CBBA6BDD072EC2937BE87CF3D6AC8911E088307F
results/F1_annotation/F1_all_cells_embedding_source_data.tsv.gz	10137006	92222B112CB1F7F093C2F85C369EFA7FE8D2568E988DF5EFCFEEC343CD4F8315
results/F1_annotation/F1_broad_lineage_marker_dotplot.pdf	49248	15AF8E8E58357D6AD19D8D30455E6FF6B155877B777B86A69E23D3AE742C9C21
results/F1_annotation/F1_cluster_annotation_template.tsv	4901	C213C715D894DBFE354B269814EF5809F6B967D3A9B48BB16AD1278FF451F775
results/F1_annotation/F1_parameters_and_versions.tsv	1970	030F3F407F7AC108E375061C7F6B67438106D239C3D57D9F1F84923A9C34B01B
results/F1_annotation/.gitkeep	0	E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
results/F1_annotation/integration_diagnostics.tsv	1463	602D532E580F7EA347ABCAF967CDA23D36E55CC7D56A305EAB9CA5F763FA9252
results/F1_annotation/resolution_cluster_counts.tsv	3166	3B7C81C356CFE4BA4A82BE8EA978178A88A48FB6D1A72EAA0925FBBB3A89709A
results/F1_qc/doublet_method_agreement.tsv	4693	975E7ED0C3CAF4C964403DDC16A4475A8471115AAE1DFC83F3AED04C5A08988B
results/F1_qc/doublet_summary_by_sample.tsv	6340	57C28C23FEAB2AED90D0BC33F971ED4DF1D7D482698AA048417D298C452EEEA0
results/F1_qc/doublet_summary_failed_BCmetric_20260730_034530.tsv	6748	F94ACF7F2D4361B900E98CD0F4CA2B73A1BFDC93736FAF44BAAEAAAA0B573FF6
results/F1_qc/.gitkeep	0	E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
results/F1_qc/import_integrity_check.tsv	6400	BCB16D4ACCB1CB58B6CEC39A9037F07E980281D30F78C9E38F5A3C86D92604A0
results/F1_qc/qc_cell_decision_audit.tsv	30686295	3D9591A02E13666BCF73B2305F5A9A74FB7E9FC4E24F1A2E83C757C7708A2056
results/F1_qc/qc_input_limitation_audit.tsv	1099	5D1F76D8D0FD5B1E51A66FAA33202C3CB18246E2E7D26C64CBD8749C1A5E6946
results/F1_qc/qc_thresholds_by_sample.tsv	13437	FEA54D271A3F1DAB7C63A47BEEEA794B7885C6C4F1025271B941288EA80BD372
results/F1_qc/sample10_QC_review.pdf	210049	A422D22CAD00BF95A389AA23092D003E512D5F4214A6CDBEFCAA0795D51DAF56
results/F1_qc/sample11_QC_review.pdf	95371	C00E9CFDE7E978F356AD61B3B78C877FC0BF60ABB55008944D1FD90E91EAEC58
results/F1_qc/sample12_QC_review.pdf	82770	39C7A478FBDFEE8CDA5B9F6FE657A483C88A07D63DA3CDB01AFC78056B0DB503
results/F1_qc/sample13_QC_review.pdf	189452	04DC9F5C4388023DB8634F7F79937404C21220C251584813E5856D5C54943BE7
results/F1_qc/sample14_QC_review.pdf	498262	4D05EABDB92B75D7A405C01D62FF6B9952D04A3D234DE3962FB1A0CB9566BDBA
results/F1_qc/sample15_QC_review.pdf	899928	B6CA28D2553ADAC2C1C425828F1CFE4DA16BB62ADB94F0BD063E0331C49BD34C
results/F1_qc/sample16_QC_review.pdf	153513	A379CA2CC188EF2791266E5F02FB73B166238C613762B9A3AAE8B96F5B2CFD70
results/F1_qc/sample17_QC_review.pdf	501216	4F89E006AB281FBF22C8DE014BA7A9DA774E019EED0F35997CF0480D79968C6D
results/F1_qc/sample18_QC_review.pdf	476025	8003B7553D5B557E694459F9038F37F2BA1BE7DB1C421E9C0D34F4C2A5573818
results/F1_qc/sample19_QC_review.pdf	118458	49EDE083651F3B42726F0134BE96A7FA90C61EAADC2711C6D363ADAE0C7E5581
results/F1_qc/sample1_QC_review.pdf	214763	7CE57F4F7B4AAAC76E2FCFE0717718F9E147661E599C07A28C9581455EE8E1BF
results/F1_qc/sample20_QC_review.pdf	316569	004210ABBCE7BF9AED5A05C20F8652E387B2B89A83832B75F01B9FD57CBF670E
results/F1_qc/sample21_QC_review.pdf	161875	D77F96912F35C2162283FEDD976F8BBF4CADD6D9762968DF132147B2967F8AAB
results/F1_qc/sample22_QC_review.pdf	63247	1816F0AC4AB979AF0D5ED64AC27377FFCAC15DEFFED67B23798E690B111440A0
results/F1_qc/sample23_QC_review.pdf	288138	6385BD6D3A0BE9B9E9F22739F5384B351B2AE5C9B326F5E70E3C6DE22F7A075C
results/F1_qc/sample24_QC_review.pdf	210138	30812A43EA7D05D73C1C10D841AE58749F253DFF55761B05925BA6FF2E309DC8
results/F1_qc/sample25_QC_review.pdf	307820	9CA9BA019CB4750851D40F202C6991B2362C13D423A39C75090BCFEA27A2BBB8
results/F1_qc/sample26_QC_review.pdf	216405	3965AE7D245B5E697A0A9D4306B1ACBF52F7D5B8FAE12B7AE7CF26F831192ABA
results/F1_qc/sample27_QC_review.pdf	327016	ACD1E4BC0E61573D73FF6E37C0417B742502614BFE94A021A5C5BAAC453096BE
results/F1_qc/sample28_QC_review.pdf	436280	BBDCC3B9048C922676DF70C18F43B981580DA694F4EE6332EF2331A53428124D
results/F1_qc/sample29_QC_review.pdf	272759	1C69A032943CD31AD75499BE5F36C71B0FBAF08197F4FE7790F9713C0EB5F27D
results/F1_qc/sample2_QC_review.pdf	216340	E2507AF75D0245C4C6B6D9A7C340017149E63A492A10D3EC16E471C0C78BD0D8
results/F1_qc/sample30_QC_review.pdf	279998	D7080BD6B3D7294DC6F1AF2EA43B756AE76FAC265D923752C5BF0E6206B1BD73
results/F1_qc/sample31_QC_review.pdf	172071	16354845132E813BAA3E8907C582F6749D634F86D760736D141C585E3D0BBA87
results/F1_qc/sample32_QC_review.pdf	185110	A8F8699204B436C8C4468E68648713388A5CC5F29121E1A6B85868E323B661B4
results/F1_qc/sample33_QC_review.pdf	413318	2BFF2824BEB5C868AAD42D990F909A47B20C92DBE922A9D16A0501046F7AEFFF
results/F1_qc/sample34_QC_review.pdf	817944	C063CBC3260B9AF507F495039B75E46715AAC93791094680ECB799077354E0D4
results/F1_qc/sample35_QC_review.pdf	583160	6E9E049D2B1BF38EC40703EFCBDDC2EB68434EDC003A8B2CA2D002D980A62193
results/F1_qc/sample36_QC_review.pdf	254676	4EE4D7640D2BBD9016DF42CB9F07FA36D0B75E07B3785C6344C108CF52732D07
results/F1_qc/sample37_QC_review.pdf	54847	09B6F8DDE5BBFC7340B4ADE8C57A9B891B888DBD794C19F4C54977EC0475E6FD
results/F1_qc/sample38_QC_review.pdf	151727	92F69AD7A17B7753284C32EE982A56E2946D2B6358ADF17773377F9ADE91D2C3
results/F1_qc/sample39_QC_review.pdf	382793	6568A377D1044E3F6A61004E0059F2CE61AE516705CC384E2ADC1722485E5014
results/F1_qc/sample3_QC_review.pdf	267535	1C3FE469CCC6A67261D97EDCE1863D76C240125D18EBC23565CC191D6CD5C2EF
results/F1_qc/sample40_QC_review.pdf	363588	189323D006FC72806E138D22862E657F374B673E04FBE279BD2C6813DBAC71C7
results/F1_qc/sample4_QC_review.pdf	176720	23B97479A731D2295B693A6E24968911D33E4E491C27A2F7B7A302DECA7C5A77
results/F1_qc/sample5_QC_review.pdf	281513	E6669DEE92EFB3CD1FB8EFC8EC6A1BF7346F27B0CC2958B319FDF5E0D070AE1E
results/F1_qc/sample6_QC_review.pdf	170981	B2C8B1243362E0C3D86DE89355664F852A29E5EA68D2D3B737DCD6936932FC69
results/F1_qc/sample7_QC_review.pdf	176549	1A3B353BC28500A50B4A2C46AF3283F929E377B7123AEBF6069ED562E6659738
results/F1_qc/sample8_QC_review.pdf	486379	CD65165B9854F1E4C016A703887148DAD107357B0BF9FF49F3D63C182932E56C
results/F1_qc/sample9_QC_review.pdf	258958	23DF36D58CA6EAA4D8F3B0527A44026D5E1ADD209C60D4B7230CACC110509FDF
results/F1_qc/sample_qc_summary.tsv	2994	68A180F19BC2ED71F6A9A57C2A0F463934B610A0FD6D3FE5584DADBE6E7CD2F8
scripts/F1_single_cell/F1_01_import.R	7976	95CE265A29C5E8CF8E2AE469EED6CA0E7E03F2C48599FFB136C9CABCCA6A64F6
scripts/F1_single_cell/F1_02_qc_doublet.R	20186	5CAFB17C73C1ACF6FCD312975BACF93302570179B356382E412EC4AD21DE6D2F
scripts/F1_single_cell/F1_03_sct_harmony_cluster.R	7217	CD5D5C3B785788E748BCE4D9FF4DFD19B6C390B79E1E708A53DD881426C1E484
scripts/F1_single_cell/F1_04_annotation.R	16169	BF28DED406EB8703FD547E940FE090A54B6E22E1441973A33139A73F61E95897
scripts/F1_single_cell/F1_05_epithelial_recluster.R	6765	E2C02BDC15EE368F892C070AF26757A183DB7F97C8F120CD81EA37B50E786A92
scripts/F1_single_cell/F1_06_malignancy_inference.R	68868	BEDC2EBDDCC636CBFAF8C68E6C9A8E106105AB3576CA8ECD3FAEEA7FCA4A8B2E
scripts/F1_single_cell/F1_config.R	7791	8588F9DE5CF9AD6207CCE90BB7E1C809D0331EC8EB6F64600EF06DDF43552F64
scripts/F1_single_cell/F1_utils.R	16395	5E489F4C0A701F21A9F7A725D71535F73D5872F8A081AF473994C67F315F47D9
scripts/F1_single_cell/.gitkeep	0	E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
scripts/F1_single_cell/run_F1.R	3768	F995B0923B4FE42D2F87BB33352565E9D95D8CA420802B09540C647D3F8C93A5
scripts/F1_single_cell/run_F1_server.sh	2209	DC6B71D939D28F74A6F744CDE1C4E54C40D1AEEFFACB35F2589419DFCC39169D
scripts/F1_single_cell/setup_F1_packages.R	5696	7C5D16D31C34D7BD82502BBC730D713D5B03784D579B32024C2CB05919166B62
scripts/F1_single_cell/setup_F1_ubuntu22.sh	2437	1356488E578A1B1F4853272239E1F9A473E8CFE82BB450E8295034E2B14AE4BF
scripts/F1_single_cell/validate_F1_static.R	5341	AFEB896FD8D5D9A9203CE26265A1BDFDBB69500306210657EFBFE64EDA7FD224
objects/F1_single_cell/01_all_cells_raw_or_initial.rds	3331455673	200805370888E2DB8F4C4ABCB1F756723E3D04F5BFECA7C84A9CC5942CC75057
objects/F1_single_cell/02_all_cells_qc_filtered.rds	2958413361	9D33A1676176F43FEE8248E5EAA5B66E2785169CFE901C9CA25543FE0F1C892C
objects/F1_single_cell/03a_all_cells_sct_harmony_clustered.rds	18445615036	2D2BB752AACA39267E1DDA91527142A9DB7374EB016E3C8A68B080CB82A8D383
SOURCE_COMMIT.txt	41	44BE1CBF751FBB39438F406267CFAD0DE264DC07DFBFB82C4CD9F7DC77D2A1A2
