source_archive	archive_member_name	extracted_path	geo_accession	sample_id	file_size	sha256	extraction_date	file_role	expected_matrix_orientation	orientation_validation_status	note
data/public_downloads/GSE183904_RAW.tar	GSM5573477_sample12.csv.gz	data/processed_input/GSE183904/GSM5573477_sample12.csv.gz	GSM5573477	sample12	1854150	B844772D252B3CB578A194D057EF1F60A1BD2771FE681960540FD1F812BA5EBE	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573478_sample13.csv.gz	data/processed_input/GSE183904/GSM5573478_sample13.csv.gz	GSM5573478	sample13	3095462	0997FE6AA148018A5ED39930101E31F9A653178045FBBBFAE5760D4EEA22CD63	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573479_sample14.csv.gz	data/processed_input/GSE183904/GSM5573479_sample14.csv.gz	GSM5573479	sample14	13624287	EDA99B1736AAB78FB14CF8573F838CA4B840670B4AEF171CEEA7DEBAE1C9A399	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573480_sample15.csv.gz	data/processed_input/GSE183904/GSM5573480_sample15.csv.gz	GSM5573480	sample15	29264840	27C0B5CA126E87404263863D35F5F0F35A6CE4684CB14DACDB127575DF20964A	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573481_sample16.csv.gz	data/processed_input/GSE183904/GSM5573481_sample16.csv.gz	GSM5573481	sample16	4743706	4ED694CCDF9C8F11D5C8B81D62F94B614AE5F96CD883F80E1803070924A008A5	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573482_sample17.csv.gz	data/processed_input/GSE183904/GSM5573482_sample17.csv.gz	GSM5573482	sample17	17491800	FE3CE1E50F4F4A2B575C2E048CAB374F1ED3BEC6D9C17F62825389A73D145560	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573483_sample18.csv.gz	data/processed_input/GSE183904/GSM5573483_sample18.csv.gz	GSM5573483	sample18	11408399	957254EAB05C9F7C31DED75BBC7F7AF7911203FF522FC8C8870707DDA426DFC5	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573484_sample19.csv.gz	data/processed_input/GSE183904/GSM5573484_sample19.csv.gz	GSM5573484	sample19	4312103	C080E44B4D2299A35C0ED909726E2BF0369902AA87B360C5DBA5BE3ECA6E3A46	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573485_sample20.csv.gz	data/processed_input/GSE183904/GSM5573485_sample20.csv.gz	GSM5573485	sample20	10684890	87443FDB4F837DDB8D365E5D0DD24D89B755778D96745000DB0CDB74C943E0EE	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573486_sample21.csv.gz	data/processed_input/GSE183904/GSM5573486_sample21.csv.gz	GSM5573486	sample21	4905658	CFE16B22636850A932B9529CFE7EAD4C778FD3C1EB1E7A7D4229E4F3A3959E69	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573487_sample22.csv.gz	data/processed_input/GSE183904/GSM5573487_sample22.csv.gz	GSM5573487	sample22	1042735	FC578A6A9A53233535491BCBC4E2D2EC710FD3C888F624191AF1ECBC23D4323B	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573488_sample23.csv.gz	data/processed_input/GSE183904/GSM5573488_sample23.csv.gz	GSM5573488	sample23	7755789	5E17AA2E88D1BF7A8C2EAC319845687A70E90D9B579442DEE56A48C3469B04C3	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573489_sample24.csv.gz	data/processed_input/GSE183904/GSM5573489_sample24.csv.gz	GSM5573489	sample24	5169276	B6A5F253D4F13552543B41ED2A9E31E40618F2254DA2369C40C28BFF47DE234B	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573490_sample25.csv.gz	data/processed_input/GSE183904/GSM5573490_sample25.csv.gz	GSM5573490	sample25	10088894	879D3E721611F288465C73AB62985425331A52D97A514D5178D3B2AA32995CEB	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573491_sample26.csv.gz	data/processed_input/GSE183904/GSM5573491_sample26.csv.gz	GSM5573491	sample26	5818689	E395511187FDF7F2A426B63F949300F695DF88C319B1B3ACF69CB42026C099C0	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573492_sample27.csv.gz	data/processed_input/GSE183904/GSM5573492_sample27.csv.gz	GSM5573492	sample27	7349934	59A85544374953BCF1E03A4FF2E192A7C3F22D7F6DB1E71DE2B97D3F8B7E499C	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573493_sample28.csv.gz	data/processed_input/GSE183904/GSM5573493_sample28.csv.gz	GSM5573493	sample28	13900872	98EE6FDD0777BE520C5EB231A1490BB67347C8251904776C79A21A333801EED4	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573494_sample29.csv.gz	data/processed_input/GSE183904/GSM5573494_sample29.csv.gz	GSM5573494	sample29	9393666	8A2655CE635E72D5B8102A9F6A6C270D1E07958A16B2A05347A0205B09656FCF	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573495_sample30.csv.gz	data/processed_input/GSE183904/GSM5573495_sample30.csv.gz	GSM5573495	sample30	6546201	B686704FFD2A0D6A6D1F06BB8394DB9CF4E6E81E36B284195C26DF058AD68E9F	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573496_sample31.csv.gz	data/processed_input/GSE183904/GSM5573496_sample31.csv.gz	GSM5573496	sample31	4368094	57A4A706242DEAE3439BDB435B1C3D92B3182116FA61585FEC1DB345356FABD1	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573497_sample32.csv.gz	data/processed_input/GSE183904/GSM5573497_sample32.csv.gz	GSM5573497	sample32	5349677	50482A357FC22BC890579571B3CE2A065F5629EEDAC28C0D942A9E477E0C29E3	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573498_sample33.csv.gz	data/processed_input/GSE183904/GSM5573498_sample33.csv.gz	GSM5573498	sample33	13237953	673851FC86B3F33FF56C1B1E63CF242384B9DFCDFE19B5BE903D7F622C659466	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573499_sample34.csv.gz	data/processed_input/GSE183904/GSM5573499_sample34.csv.gz	GSM5573499	sample34	29015789	9BC5BE0089815824E15FBD000C2FB7C8D50BFEAC3D4F0591F38FEC6F0F94D538	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573500_sample35.csv.gz	data/processed_input/GSE183904/GSM5573500_sample35.csv.gz	GSM5573500	sample35	11186282	51E5A873A55D1629C33F6FD221C66A1D3B63DD0B1CF256B90A49B742E9A00EB6	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573501_sample36.csv.gz	data/processed_input/GSE183904/GSM5573501_sample36.csv.gz	GSM5573501	sample36	7580396	A0DE30DA8A186C7C82D61AE3500D2F0A3A5A4A092B08280CC7DB3276AF8D88A7	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573502_sample37.csv.gz	data/processed_input/GSE183904/GSM5573502_sample37.csv.gz	GSM5573502	sample37	821126	495862C263488A15A621D569FF99DD96780469B9220C32F2A32CC1487F887518	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573503_sample38.csv.gz	data/processed_input/GSE183904/GSM5573503_sample38.csv.gz	GSM5573503	sample38	5218592	074B1D239EEBDD7B25FE9C0CA207549D4A70662B113DDF7E6CE2C3856FC80AAC	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573504_sample39.csv.gz	data/processed_input/GSE183904/GSM5573504_sample39.csv.gz	GSM5573504	sample39	10480799	6C963378FF69641548B7B314D7434254F92F63688F8D386BA51AA050B8518490	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
data/public_downloads/GSE183904_RAW.tar	GSM5573505_sample40.csv.gz	data/processed_input/GSE183904/GSM5573505_sample40.csv.gz	GSM5573505	sample40	10657195	06D9B25B3BE671D6AD1685D7D1CD87725357781D91424419FB37169F2FA70BD4	2026-07-21T23:01:33+08:00	expected_gene_by_cell_matrix_pending_validation	gene_by_cell	pending_F0_step2_full_stream_validation	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
